0.001	0.005	2	0.0003	5.0	2000.0	10	41.037511	16.0
0.001	0.005	2	0.0004	5.0	2000.0	10	52.389241	12.0
0.001	0.005	2	0.0005	5.0	2000.0	10	63.613603	16.0
0.001	0.005	2	0.00075	5.0	2000.0	10	88.167666	24.0
0.001	0.005	2	0.001	5.0	2000.0	10	111.285858	32.0
0.001	0.005	2	0.003	5.0	2000.0	10	257.25546	160.0
0.001	0.005	2	0.005	5.0	2000.0	10	346.005393	260.0
0.001	0.005	2	0.01	5.0	2000.0	10	445.949905	260.0
0.001	0.005	2	0.02	5.0	2000.0	10	509.099535	260.0
0.001	0.005	2	0.05	5.0	2000.0	10	769.538006	440.0
0.001	0.005	2	0.1	5.0	2000.0	10	937.409941	520.0
0.003	0.005	2	0.0002	5.0	2000.0	10	16.479954	2.0
0.003	0.005	2	0.0003	5.0	2000.0	10	20.619575	4.0
0.003	0.005	2	0.0004	5.0	2000.0	10	25.409922	4.0
0.003	0.005	2	0.0005	5.0	2000.0	10	29.992437	4.0
0.003	0.005	2	0.00075	5.0	2000.0	10	40.081039	8.0
0.003	0.005	2	0.001	5.0	2000.0	10	50.144289	16.0
0.003	0.005	2	0.003	5.0	2000.0	10	124.63293	32.0
0.003	0.005	2	0.005	5.0	2000.0	10	195.261578	50.0
0.003	0.005	2	0.01	5.0	2000.0	10	210.725633	30.0
0.003	0.005	2	0.02	5.0	2000.0	10	216.446254	50.0
0.003	0.005	2	0.05	5.0	2000.0	10	355.273662	80.0
0.003	0.005	2	0.1	5.0	2000.0	10	425.263409	100.0
0.00025	0.05	2	0.0002	5.0	2000.0	10	16.982328	4.0
0.00025	0.05	2	0.0003	5.0	2000.0	10	22.072814	6.0
0.00025	0.05	2	0.0004	5.0	2000.0	10	27.491396	8.0
0.00025	0.05	2	0.0005	5.0	2000.0	10	32.699846	6.0
0.00025	0.05	2	0.00075	5.0	2000.0	10	44.36943	18.0
0.00025	0.05	2	0.001	5.0	2000.0	10	56.056405	12.0
0.00025	0.05	2	0.003	5.0	2000.0	10	144.234614	24.0
0.00025	0.05	2	0.005	5.0	2000.0	10	222.781163	110.0
0.00025	0.05	2	0.01	5.0	2000.0	10	245.707151	60.0
0.00025	0.05	2	0.02	5.0	2000.0	10	255.212953	120.0
0.00025	0.05	2	0.05	5.0	2000.0	10	418.204168	60.0
0.00025	0.05	2	0.1	5.0	2000.0	10	500.567417	80.0
0.001	0.05	2	0.0002	5.0	2000.0	10	24.946315	1.5
0.001	0.05	2	0.0003	5.0	2000.0	10	26.890045	2.0
0.001	0.05	2	0.0004	5.0	2000.0	10	28.725153	2.0
0.001	0.05	2	0.0005	5.0	2000.0	10	30.329088	3.8
0.001	0.05	2	0.00075	5.0	2000.0	10	33.523702	5.6
0.001	0.05	2	0.001	5.0	2000.0	10	37.028045	6.0
0.001	0.05	2	0.003	5.0	2000.0	10	65.350079	16.0
0.001	0.05	2	0.005	5.0	2000.0	10	91.751664	28.0
0.001	0.05	2	0.01	5.0	2000.0	10	92.619412	28.0
0.001	0.05	2	0.02	5.0	2000.0	10	92.862863	28.0
0.001	0.05	2	0.05	5.0	2000.0	10	135.691419	28.0
0.001	0.05	2	0.1	5.0	2000.0	10	156.966616	60.0
0.003	0.05	2	0.0002	5.0	2000.0	10	143.888895	0.166814
0.003	0.05	2	0.0003	5.0	2000.0	10	60.266987	0.731936
0.003	0.05	2	0.0004	5.0	2000.0	10	61.610338	0.9974
0.003	0.05	2	0.0005	5.0	2000.0	10	62.88384	1.262496
0.003	0.05	2	0.00075	5.0	2000.0	10	65.596185	1.857621
0.003	0.05	2	0.001	5.0	2000.0	10	68.116476	2.5
0.003	0.05	2	0.003	5.0	2000.0	10	82.812848	7.5
0.003	0.05	2	0.005	5.0	2000.0	10	93.087182	12.0
0.003	0.05	2	0.01	5.0	2000.0	10	93.252685	12.0
0.003	0.05	2	0.02	5.0	2000.0	10	93.31008	12.0
0.003	0.05	2	0.05	5.0	2000.0	10	107.158117	16.0
0.003	0.05	2	0.1	5.0	2000.0	10	118.026657	20.0
